topic_id,term,prob
0,barcelona,0.0214109696462
0,música,0.0199089429963
0,festival,0.014956417011
0,cultura,0.0134044430968
0,mònica,0.0120237282838
0,acción,0.011455299736
0,labor,0.0113683768125
0,equipo,0.0110419937658
0,internacional,0.0106742082462
0,performáticas,0.0102070115724
0,santa,0.00916430750484
0,antonio,0.00892914677049
0,d’art,0.00862239603141
0,catalán,0.00847646395541
0,investigación,0.00830990438993
0,músico,0.00813784895479
0,estudio,0.00813672408583
0,productor,0.00769646467278
0,madrid,0.00765619884527
0,ámbito,0.00754827988151
0,cine,0.00700577820044
0,proyecto,0.00699956521005
0,película,0.00688405142256
0,trayectoria,0.00676909917094
0,arco,0.0061432861843
0,feria,0.00606409313282
0,fundador,0.00602512561972
0,abril,0.00549870762714
0,contemporáneo,0.00544733113599
0,jefe,0.00538746283348
0,raíz,0.00537449754697
0,hijo,0.00533248801547
0,voluntad,0.00526682428955
0,docencia,0.00520209279993
0,aragonesas,0.00518533430407
0,iberista,0.0051277468194
0,avanzadas,0.0051277468194
0,audio,0.0051277468194
0,co-director,0.0051277468194
0,copyfight,0.0051277468194
0,contemporània,0.0051277468194
0,músicas,0.0051277468194
0,oriundo,0.0051277468194
0,fomento,0.0051277468194
0,simposio,0.0051277468194
0,ascaso,0.0051277468194
0,curador,0.0051277468194
0,zeppelin,0.0051277468194
0,sónar,0.0051277468194
0,performatividad,0.0051277468194
0,extensión,0.0051277468194
0,desarrollándola,0.0051277468194
0,sonoro,0.0051277468194
0,performer,0.0051277468194
0,vila,0.0051277468194
0,curadoría,0.0051277468194
0,no-objetuales,0.0051277468194
0,oscar,0.0051277468194
0,techformance,0.0051277468194
0,elástico,0.0051277468194
0,línea,0.0048572550982
0,realización,0.00475320908318
0,cactus,0.00433350251642
0,experimentem,0.00412052885601
0,programación,0.00407271053002
0,einari,0.00400337452322
0,televisión,0.00388013635482
0,fuerza,0.00369668053871
0,montaje,0.00343798778124
0,concierto,0.00316043504805
0,plataforma,0.00303524347732
0,versión,0.00303274841225
0,época,0.00298986037337
0,l’art,0.00277486279959
0,producto,0.00276752697363
0,ramón,0.00270131349251
0,director,0.00254449067455
0,viaje,0.00252469390499
0,blanc,0.00250159889879
0,arte,0.0024144849754
0,españa,0.00231529040682
0,ivan,0.00229138521275
0,historia,0.00223222028562
0,vives,0.00222785281893
0,cuadro,0.00218760495362
0,polo,0.00216359184343
0,diré,0.00216205310207
0,amistad,0.0020237341802
0,flor,0.00194890304225
0,arts,0.0019226527503
0,rumania,0.00191623897049
0,connotación,0.00190999557205
0,sida,0.00190325784926
0,guerra,0.00188007615367
0,planeta,0.00185996980409
0,compañía,0.0018310118838
0,ensayo,0.00182402047465
0,trabajador,0.00179909769152
0,cuestión,0.00179378712862
0,productora,0.00179077197138
0,idioma,0.001742560984
0,escala,0.00170531624667
